GeneID,ANNOTATION_SYMBOL,NAME,R1 + prov,R2,R3,R4,R5
FBgn0039341,CG5112,-,19.161,3.762,8.045,3.815,4.565
FBgn0039342,CG5107,-,155.241,200.722,2.232,1.041,0.775
FBgn0039343,CG5111,-,0.080,0.752,0.695,0.674,0.090
FBgn0039344,CG4582,-,0.048,0.012,0.022,0.000,0.000
FBgn0039346,CG5079,-,0.098,0.000,0.193,0.000,0.095
FBgn0039347,CG5071,-,0.020,0.010,0.023,0.031,0.074
FBgn0039348,CG4673,Npl4 ortholog,1.625,2.789,2.002,3.037,3.219
FBgn0039349,CG4685,Succinic semialdehyde dehydrogenase,9.789,21.808,27.299,25.061,17.712
FBgn0039350,CG17383,jing interacting gene regulatory 1,0.745,1.359,0.955,1.211,0.836
FBgn0039354,CG31096,Leucine-rich repeat-containing G protein-coupled receptor 3,0.287,0.492,0.282,0.303,0.376
FBgn0039355,CG4730,-,0.430,1.120,1.374,1.395,1.007
FBgn0039356,CG5039,-,3.037,6.855,5.445,6.674,2.901
FBgn0039357,CG4743,-,1.769,1.411,1.647,2.219,1.727
FBgn0039358,CG5028,-,2.330,3.059,8.597,2.211,1.486
FBgn0039359,CG4759,Ribosomal protein L27,414.253,375.232,510.351,374.614,356.035
FBgn0039360,CG4774,cardiolipin synthase,1.360,1.607,2.495,1.817,1.883
FBgn0039366,CG17198,-,0.000,0.000,0.000,0.000,0.000
FBgn0039367,CG17197,-,0.000,0.014,0.000,0.000,0.000
FBgn0039368,CG17196,-,0.000,0.000,0.000,0.000,0.000
FBgn0039369,CG17195,-,0.000,0.000,0.000,0.000,0.000
FBgn0039370,CG4956,-,0.000,0.042,0.000,0.000,0.000
FBgn0039371,CG4960,-,0.000,0.000,0.000,0.000,0.000
FBgn0039373,CG5024,-,0.000,0.016,0.000,0.045,0.000
FBgn0039374,CG17770,-,0.000,0.000,0.000,0.000,0.000
FBgn0039376,CG14354,-,0.000,0.000,0.000,0.000,0.000
FBgn0039378,CG5878,alpha4GT2,0.000,0.011,0.011,0.024,0.000
FBgn0039379,CG5886,-,5.651,10.344,5.638,10.669,10.354
FBgn0039380,CG5890,-,0.056,0.363,0.393,0.205,0.087
FBgn0039381,CG17370,Signal peptide peptidase-like,0.990,1.619,0.736,2.227,3.483
FBgn0039385,CG5913,-,9.531,3.997,2.064,4.532,5.013
FBgn0039386,CG5948,-,0.097,0.202,0.065,0.406,0.497
FBgn0039387,CG5959,multicopper oxidase 3,0.023,0.069,0.012,0.124,0.066
FBgn0039395,CG14546,-,0.000,0.000,0.000,0.000,0.000
FBgn0039396,CG33344,Crustacean cardioactive peptide receptor,1.483,5.791,0.799,1.645,1.590
FBgn0039398,CG14540,-,0.064,0.149,0.216,0.235,0.407
FBgn0039402,CG14542,vps2,23.711,21.730,33.696,33.735,56.881
FBgn0039403,CG14549,Sld5,2.180,3.223,4.819,4.331,3.527
FBgn0039404,CG14543,-,16.414,18.483,17.599,16.649,11.385
FBgn0039405,CG14550,-,0.000,0.000,0.000,0.000,0.000
FBgn0039406,CG6090,Ribosomal protein L34a,95.082,39.871,70.861,41.583,24.796
FBgn0039407,CG14544,-,2.198,1.187,1.614,2.174,1.263
FBgn0039408,CG14551,-,0.023,0.107,0.061,0.064,0.104
FBgn0039411,CG32474,dysfusion,0.013,0.012,0.011,0.010,0.006
FBgn0039413,CG14556,-,0.000,0.155,0.000,0.037,0.105
FBgn0039415,CG6142,-,1.581,2.020,0.125,0.741,2.415
FBgn0039417,CG6073,-,2.761,3.498,3.508,4.322,2.250
FBgn0039419,CG12290,-,21.543,58.016,62.545,50.660,40.437
FBgn0039420,CG6154,-,0.025,0.050,0.030,0.055,0.108
FBgn0039421,CG6036,-,0.000,0.000,0.000,0.024,0.021
FBgn0039424,CG14239,pickpocket 15,0.064,0.030,0.000,0.000,0.190
FBgn0039425,CG5432,-,0.000,0.000,0.000,0.000,0.000
FBgn0039427,CG5447,-,8.807,16.159,16.159,17.064,18.798
FBgn0039428,CG14237,-,0.229,0.572,0.210,0.228,0.457
FBgn0039429,CG14238,-,0.075,0.017,0.000,0.058,0.000
FBgn0039430,CG5455,-,3.592,6.708,4.355,6.184,11.582
FBgn0039431,CG6490,-,0.143,0.809,0.821,1.121,2.553
FBgn0039434,CG5468,TweedleM,0.049,0.228,0.072,0.177,0.800
FBgn0039435,CG14240,TweedleP,0.178,0.017,0.000,0.000,0.018
FBgn0039436,CG6478,TweedleB,0.016,0.000,0.000,0.000,0.189
FBgn0039437,CG6447,TweedleL,0.000,0.013,0.000,0.014,0.043
FBgn0039438,CG6452,TweedleO,0.000,0.000,0.038,0.000,0.000
FBgn0039439,CG6460,TweedleK,0.023,0.000,0.000,0.000,0.000
FBgn0039440,CG5471,TweedleJ,0.020,0.000,0.000,0.000,0.135
FBgn0039441,CG5476,TweedleN,0.000,0.000,0.000,0.000,0.025
FBgn0039443,CG14242,TweedleS,0.281,0.038,0.036,0.023,0.350
FBgn0039444,CG14243,TweedleD,0.243,0.054,0.000,0.016,0.000
FBgn0039448,CG14250,TweedleQ,0.296,1.194,0.000,0.321,1.505
FBgn0039449,CG6425,-,2.099,3.830,0.919,1.956,1.310
FBgn0039450,CG5484,-,6.650,5.393,5.315,6.854,6.944
FBgn0039451,CG6420,-,1.740,1.172,1.356,1.338,1.432
FBgn0039452,CG14245,-,0.000,0.099,0.000,0.431,0.232
FBgn0039453,CG6403,-,0.672,262.769,119.564,1.210,0.687
FBgn0039454,CG14247,-,2.440,21.065,13.827,0.641,0.325
FBgn0039459,CG5491,Integrator 12,3.094,3.694,3.423,5.426,4.859
FBgn0039461,CG5500,-,12.539,18.126,19.315,20.004,11.053
FBgn0039462,CG14252,-,30.872,12.559,6.625,8.671,18.167
FBgn0039463,CG18472,-,0.904,3.384,0.375,1.166,2.693
FBgn0039464,CG6330,-,11.354,5.927,5.118,8.253,8.863
FBgn0039465,CG6323,Tetraspanin 97E,3.115,1.804,2.115,1.931,1.863
FBgn0039466,CG5521,-,0.025,0.129,0.013,0.069,0.073
FBgn0039467,CG14253,-,0.140,0.437,0.500,0.929,0.675
FBgn0039469,CG14254,TweedleC,0.222,0.494,0.071,0.580,0.968
FBgn0039470,CG6296,-,7.216,1.289,0.047,0.672,0.094
FBgn0039471,CG6295,-,1300.346,50.902,83.828,37.466,0.874
FBgn0039472,CG17192,-,143.153,36.341,3.474,2.137,0.185
FBgn0039473,CG17191,-,0.000,0.012,0.024,0.129,0.369
FBgn0039474,CG6283,-,1.981,20.855,558.882,3.823,1.715
FBgn0039475,CG6277,-,1.513,145.327,8252.059,5.347,3.657
FBgn0039476,CG6271,-,0.094,16.206,892.983,0.494,0.475
FBgn0039478,CG6265,Neprilysin 5,0.799,0.005,0.000,0.000,0.002
FBgn0039479,CG14257,-,0.010,0.043,0.834,0.069,0.016
FBgn0039480,CG6131,Cuticular protein 97Ea,0.000,0.007,0.041,0.004,0.004
FBgn0039481,CG15884,Cuticular protein 97Eb,0.048,0.000,0.024,0.000,0.000
FBgn0039482,CG14258,-,0.000,0.024,3.251,0.144,0.000
FBgn0039483,CG14259,-,1.287,0.000,0.112,0.000,0.000
FBgn0039485,CG17189,-,0.542,0.000,0.050,0.000,0.052
FBgn0039486,CG6074,-,385.600,1.219,3.146,1.079,20.162
FBgn0039487,CG6070,genderblind,3.913,10.843,18.541,9.067,27.409
FBgn0039488,CG6066,-,2.877,3.304,3.303,6.039,6.087
FBgn0039489,CG5880,-,3.503,4.381,5.497,5.470,5.219
FBgn0039490,CG5882,-,0.220,0.091,0.091,0.116,0.095
FBgn0039491,CG6059,-,0.070,0.057,0.000,0.069,0.045
FBgn0039492,CG6051,-,3.246,9.887,5.458,9.676,15.275
FBgn0039494,CG5896,Gram-positive Specific Serine protease,1.200,1.861,0.741,1.503,1.557
FBgn0039495,CG5909,-,0.179,0.830,0.085,0.070,0.028
FBgn0039498,CG17991,-,0.418,1.061,0.389,1.104,1.381
FBgn0039500,CG5984,-,0.000,0.075,0.000,0.074,0.026
FBgn0039501,CG5987,-,0.678,1.480,0.468,1.362,1.271
FBgn0039503,CG14262,-,0.351,0.191,0.333,0.030,0.049
FBgn0039504,CG14260,-,0.000,0.047,0.027,0.045,0.041
FBgn0039505,CG5934,-,21.179,21.499,21.098,22.174,17.673
FBgn0039507,CG3361,martik,0.307,0.739,0.805,0.835,1.352
FBgn0039508,CG3368,-,3.325,4.892,4.742,5.725,5.335
FBgn0039509,CG3350,bigmax,22.029,27.119,28.594,77.567,74.115
FBgn0039510,CG3339,-,0.002,0.001,0.002,0.003,0.007
FBgn0039511,CG3330,-,0.000,0.000,0.011,0.000,0.000
FBgn0039518,CG13978,-,0.006,0.032,0.000,0.000,0.040
FBgn0039519,CG13977,Cyp6a18,0.000,0.000,0.000,0.000,0.000
FBgn0039520,CG13976,Gustatory receptor 98a,0.000,0.000,0.000,0.000,0.007
FBgn0039521,CG5402,-,0.547,0.000,0.000,0.047,0.000
FBgn0039522,CG13972,-,0.000,0.000,0.000,0.000,0.000
FBgn0039523,CG12885,-,0.092,0.009,0.010,0.013,0.032
FBgn0039525,CG5646,-,11.695,18.836,20.031,18.105,22.547
FBgn0039527,CG5639,-,0.068,0.162,0.060,0.168,0.611
FBgn0039528,CG5634,distracted,3.334,6.108,4.176,8.967,9.026
FBgn0039529,CG5612,-,0.011,0.209,0.223,0.258,0.719
FBgn0039530,CG5586,Tusp,0.185,0.660,0.482,0.951,1.204
FBgn0039531,CG5611,-,1.445,2.045,1.634,1.815,2.337
FBgn0039532,CG5588,Mig-2-like,1.052,1.290,1.268,1.663,1.892
FBgn0039536,CG18437,-,0.057,0.083,0.068,0.061,0.023
FBgn0039537,CG5590,-,21.394,29.884,45.929,35.497,43.309
FBgn0039538,CG12883,-,11.886,23.670,36.446,32.277,39.529
FBgn0039543,CG12428,-,3.656,7.491,1.290,8.846,19.847
FBgn0039544,CG12877,-,1.301,2.479,3.105,3.402,4.308
FBgn0039551,CG5540,Odorant receptor 98a,0.000,0.000,0.000,0.000,0.000
FBgn0039552,CG12426,-,0.258,0.195,0.040,0.024,0.000
FBgn0039553,CG5017,hanabi,0.153,0.131,0.162,0.328,0.458
FBgn0039554,CG5003,-,3.354,4.415,5.697,5.453,4.608
FBgn0039555,CG12261,mitochondrial ribosomal protein S22,13.505,18.922,25.566,28.937,27.049
FBgn0039557,CG12259,-,6.130,8.207,7.879,11.811,12.544
FBgn0039558,CG4980,BCAS2 ortholog,3.904,4.907,6.145,6.729,5.558
FBgn0039559,CG4976,Mes-4,1.458,4.998,4.667,5.540,5.554
FBgn0039560,CG5514,-,1.130,1.198,1.706,2.210,2.696
FBgn0039561,CG4963,mitoferrin,4.813,6.315,4.511,7.818,8.728
FBgn0039562,CG5520,Glycoprotein 93,44.043,39.249,21.374,76.171,80.070
FBgn0039563,CG4951,-,3.266,4.184,4.645,4.528,2.902
FBgn0039564,CG5527,-,0.029,0.100,0.000,0.048,0.178
FBgn0039565,CG4884,-,9.054,13.599,21.107,11.361,7.939
FBgn0039566,CG4849,-,3.167,5.272,5.928,7.245,8.304
FBgn0039568,CG4815,-,0.000,0.012,0.000,0.027,0.000
FBgn0039576,CG17856,-,0.187,0.097,0.000,0.000,0.000
FBgn0039577,CG12516,-,0.000,0.000,0.000,0.000,0.000
FBgn0039580,CG1345,Glutamine:fructose-6-phosphate aminotransferase 2,6.614,8.529,9.858,12.664,11.773
FBgn0039581,CG1866,Moca-cyp,0.934,1.554,1.172,1.516,1.580
FBgn0039582,CG1867,Odorant receptor 98b,0.000,0.000,0.000,0.000,0.000
FBgn0039584,CG14064,beat-VI,1.152,0.074,0.122,0.073,0.002
FBgn0039585,CG1894,-,0.019,0.080,0.010,0.021,0.000
FBgn0039588,CG12413,-,2.875,4.762,7.289,4.845,5.610
FBgn0039589,CG9986,-,0.667,1.479,1.323,1.656,2.065
FBgn0039590,CG10011,-,0.637,1.379,1.483,1.560,1.271
FBgn0039591,CG9988,-,0.081,0.010,0.049,0.026,0.092
FBgn0039592,CG14062,-,0.000,0.000,0.000,0.000,0.000
FBgn0039593,CG9989,-,3.247,1.131,1.460,0.377,0.217
FBgn0039594,CG9990,-,0.114,0.005,0.002,0.003,0.045
FBgn0039595,CG10001,Allatostatin A receptor 2,0.062,6.878,23.361,5.277,39.513
FBgn0039596,CG10000,-,0.176,3.757,21.391,2.082,23.228
FBgn0039597,CG9997,-,0.000,0.038,0.099,0.000,0.026
FBgn0039598,CG14061,-,0.041,0.021,0.053,0.025,0.011
FBgn0039599,CG12558,-,0.000,0.000,0.000,0.000,0.092
FBgn0039600,CG1646,-,0.442,0.635,0.880,0.904,0.703
FBgn0039601,CG1523,-,5.180,5.511,4.123,7.277,6.515
FBgn0039602,CG1647,-,2.109,5.495,5.637,5.871,9.665
FBgn0039609,CG14529,-,0.000,0.012,0.000,0.000,0.000
FBgn0039611,CG14528,-,0.089,0.082,0.112,0.073,0.110
FBgn0039612,CG14523,-,0.000,0.157,0.190,0.231,0.088
FBgn0039613,CG14527,-,0.024,0.050,0.047,0.015,0.146
FBgn0039616,CG11828,-,0.000,0.036,0.008,0.025,0.148
FBgn0039617,CG14521,-,0.203,0.042,0.000,0.013,0.004
FBgn0039620,CG1443,-,1.490,0.111,0.178,0.060,0.246
FBgn0039621,CG14518,-,0.000,0.070,0.000,0.042,0.061
FBgn0039622,CG1442,eIF4E-6,0.000,0.028,0.085,0.096,0.107
FBgn0039623,CG1951,-,2.138,4.331,3.761,5.271,6.308
FBgn0039625,CG14517,beta4GalNAcTB,17.201,20.804,18.870,32.342,38.272
FBgn0039626,CG1420,Slu7,8.554,11.320,12.621,13.301,11.431
FBgn0039627,CG11837,-,5.990,10.936,12.971,11.116,6.717
FBgn0039628,CG11841,-,0.712,0.154,0.255,0.015,0.000
FBgn0039629,CG11842,-,0.694,12.352,55.115,3.363,0.483
FBgn0039630,CG11843,-,0.200,0.175,0.071,0.114,0.124
FBgn0039631,CG11305,Sirt7,0.548,1.320,1.440,1.311,1.493
FBgn0039632,CG1401,Cullin-5,2.396,5.338,1.673,6.483,4.130
FBgn0039633,CG11873,-,0.403,0.886,0.989,0.866,1.197
FBgn0039634,CG11874,alpha Mannosidase Ib,2.101,2.397,2.960,2.521,1.712
FBgn0039635,CG11876,-,27.681,33.152,72.670,43.537,17.710
FBgn0039636,CG11877,-,4.730,8.125,8.888,10.906,12.041
FBgn0039637,CG11880,-,2.117,3.339,4.789,2.673,4.540
FBgn0039638,CG11881,dim gamma-tubulin 6,0.231,0.466,0.301,0.453,0.351
FBgn0039639,CG14512,-,6.248,12.230,9.362,10.614,7.274
FBgn0039640,CG14516,-,2.182,4.034,8.756,1.481,1.416
FBgn0039641,CG14511,-,2.093,1.550,1.650,2.928,2.297
FBgn0039642,CG11882,-,3.845,6.856,5.483,7.024,9.243
FBgn0039644,CG11897,-,5.985,14.061,7.340,21.333,31.132
FBgn0039645,CG11898,-,0.192,0.408,0.206,0.912,1.633
FBgn0039647,CG14509,-,4.176,4.823,3.992,5.002,14.240
FBgn0039648,CG14515,-,0.548,0.399,0.000,0.047,0.088
FBgn0039650,CG11900,Metazoan SpoT homolog-1,13.634,20.841,19.518,14.991,12.980
FBgn0039651,CG14508,-,0.247,0.122,0.000,0.196,0.315
FBgn0039654,CG14514,Brd8,0.813,1.502,1.376,2.851,3.064
FBgn0039655,CG14507,-,0.429,3.391,1.407,4.050,7.068
FBgn0039656,CG11951,-,0.013,0.047,0.023,0.012,0.030
FBgn0039659,CG14506,-,0.000,0.009,0.000,0.044,0.029
FBgn0039663,CG2321,-,2.213,5.366,3.579,6.520,4.844
FBgn0039664,CG2006,-,1.487,1.724,1.655,1.988,1.158
FBgn0039665,CG2310,-,8.874,20.325,10.022,32.955,44.568
FBgn0039666,CG11501,Diedel,0.202,0.875,0.000,0.529,0.791
FBgn0039667,CG2010,-,0.267,0.193,0.152,0.236,0.283
FBgn0039668,CG2304,Trc8,1.526,2.131,1.770,2.762,4.212
FBgn0039669,CG2014,-,0.000,0.000,0.000,0.000,0.000
FBgn0039670,CG7567,-,0.451,0.227,0.000,0.061,0.000
FBgn0039671,CG11470,-,0.104,0.414,0.034,0.710,1.368
FBgn0039673,CG7568,-,0.022,0.016,0.000,0.041,0.014
FBgn0039674,CG1907,-,130.707,343.745,91.126,323.766,42.405
FBgn0039675,CG12048,pickpocket 21,0.030,0.119,0.023,0.075,0.038
FBgn0039676,CG7577,pickpocket 20,0.034,0.025,0.010,0.000,0.060
FBgn0039677,CG18110,pickpocket 30,0.046,0.041,0.000,0.056,0.049
FBgn0039678,CG18111,Odorant-binding protein 99a,0.000,0.000,0.000,0.235,0.000
FBgn0039679,CG18287,pickpocket 19,1.713,2.919,2.260,3.195,2.477
FBgn0039680,CG1911,CAP-D2 condensin subunit,0.168,0.282,0.402,0.489,0.429
FBgn0039681,CG7582,-,14.268,19.254,3.872,20.814,18.396
FBgn0039682,CG7584,Odorant-binding protein 99c,0.221,1.204,0.283,0.806,1.199
FBgn0039683,CG15504,doublesex-Mab related 99B,0.075,0.024,0.011,0.051,0.114
FBgn0039684,CG15505,Odorant-binding protein 99d,0.000,0.000,0.000,0.000,0.000
FBgn0039685,CG7592,Odorant-binding protein 99b,0.202,0.000,0.043,0.000,0.021
FBgn0039686,CG15506,-,0.000,0.018,0.000,0.005,0.100
FBgn0039687,CG7593,-,6.415,9.184,10.071,11.720,5.488
FBgn0039688,CG1964,Kuzbanian-like,0.103,0.147,0.082,0.111,0.064
FBgn0039689,CG7598,-,32.092,26.551,37.060,27.921,32.753
FBgn0039690,CG1969,-,4.367,6.487,3.844,5.326,3.324
FBgn0039691,CG1972,Integrator 11,16.581,35.561,40.381,38.558,34.073
FBgn0039694,CG7615,fos intronic gene,0.052,0.500,1.223,1.112,1.297
FBgn0039696,CG7837,-,0.546,1.342,1.662,2.280,2.119
FBgn0039697,CG7834,-,44.492,47.607,34.016,59.247,61.987
FBgn0039698,CG7789,-,6.223,4.264,4.941,5.835,3.727
FBgn0039702,CG18112,Vacuolar protein sorting 16B,1.327,1.645,1.304,2.372,2.250
FBgn0039703,CG7829,-,0.047,0.008,0.000,0.000,0.071
FBgn0039704,CG7802,neyo,0.265,0.359,0.015,0.067,0.717
FBgn0039705,CG31033,-,2.290,9.083,3.060,16.985,11.158
FBgn0039707,CG15510,-,0.000,0.000,0.000,0.000,0.000
FBgn0039709,CG31009,Cadherin 99C,0.075,0.071,0.058,0.032,0.046
FBgn0039710,CG18041,dim gamma-tubulin 1,2.297,5.550,4.801,5.993,6.647
FBgn0039711,CG7824,-,3.857,2.951,4.446,4.460,3.509
FBgn0039712,CG15514,-,11.245,16.740,14.279,16.959,13.483
FBgn0039713,CG7808,Ribosomal protein S8,1077.033,778.314,1032.163,873.796,729.669
FBgn0039714,CG7816,-,0.963,1.552,1.547,1.269,1.498
FBgn0039718,CG15517,-,0.705,0.704,1.618,2.795,2.068
FBgn0039719,CG15515,-,80.807,1.713,0.590,2.449,6.250
FBgn0039722,CG15520,Capability,0.568,0.308,0.036,0.259,0.362
FBgn0039723,CG15522,-,1.503,0.049,0.000,0.048,0.000
FBgn0039726,CG7883,eIF2B-alpha,20.069,13.070,14.228,18.636,16.291
FBgn0039727,CG15523,-,0.365,0.339,0.337,0.471,0.495
FBgn0039728,CG7896,-,0.000,0.019,0.003,0.014,0.024
FBgn0039730,CG7903,-,15.012,21.297,17.185,23.014,18.551
FBgn0039731,CG15524,Spindle assembly abnormal 6 ortholog (C. elegans),0.173,0.381,0.408,0.315,0.406
FBgn0039732,CG15525,-,8.955,13.645,9.851,13.010,9.504
FBgn0039733,CG11504,-,1.039,1.853,1.392,2.372,1.838
FBgn0039734,CG7908,Tace,2.647,2.908,2.543,3.052,2.799
FBgn0039735,CG7911,-,91.540,94.776,134.254,119.206,84.497
FBgn0039736,CG7912,-,11.533,1.175,0.100,0.203,0.187
FBgn0039737,CG7920,-,70.439,53.912,104.274,70.410,23.071
FBgn0039738,CG7921,Mgat2,1.417,1.433,0.798,1.312,1.813
FBgn0039739,CG15527,Ribosomal protein S28a,0.000,0.223,0.000,0.321,0.790
FBgn0039740,CG7928,-,0.776,1.475,1.416,2.282,1.867
FBgn0039741,CG7943,-,3.416,5.489,4.932,5.528,4.293
FBgn0039742,CG15528,-,0.302,0.571,0.590,1.217,0.694
FBgn0039743,CG7946,-,4.580,7.334,6.676,8.136,6.164
FBgn0039744,CG15526,-,0.000,0.000,0.000,0.101,0.000
FBgn0039747,CG9753,Adenosine receptor,0.127,0.292,0.089,1.474,0.674
FBgn0039748,CG15529,-,0.375,0.068,0.026,0.448,0.238
FBgn0039749,CG11498,-,0.305,0.223,0.077,0.677,0.496
FBgn0039751,CG1983,-,16.262,17.212,18.778,18.702,17.923
FBgn0039752,CG15530,-,0.435,0.000,0.000,0.013,0.000
FBgn0039754,CG9747,-,3.551,9.892,1.070,8.913,19.512
FBgn0039755,CG15531,-,0.407,1.937,1.587,2.621,2.950
FBgn0039756,CG9743,-,79.655,200.362,133.572,360.045,611.589
FBgn0039757,CG1883,Ribosomal protein S7,915.802,593.744,760.523,750.878,748.987
FBgn0039758,CG9737,-,0.297,0.053,0.069,0.000,0.016
FBgn0039759,CG9733,-,0.000,0.045,0.061,0.071,0.269
FBgn0039760,CG9682,-,0.234,1084.548,155.185,0.981,1.862
FBgn0039761,CG18404,-,6.363,34353.904,6733.976,5.997,13.891
FBgn0039764,CG15535,-,13.286,24.934,21.010,19.567,15.535
FBgn0039765,CG9688,mitochondrial ribosomal protein S18C,15.532,23.452,26.349,21.681,16.667
FBgn0039766,CG15536,-,8.460,11.223,12.936,10.660,5.245
FBgn0039767,CG2218,-,5.927,10.303,8.026,21.423,15.244
FBgn0039768,CG15533,-,0.484,1.767,0.011,7.775,0.514
FBgn0039769,CG15534,-,0.944,0.018,0.018,0.738,3.458
FBgn0039770,CG15537,-,3.211,0.069,0.000,0.096,0.044
FBgn0039771,CG15538,Osiris 23,0.060,0.106,0.000,0.105,0.012
FBgn0039773,CG2224,-,2.467,5.671,5.897,6.644,11.111
FBgn0039774,CG1471,Ceramidase,3.283,3.390,0.162,0.915,0.469
FBgn0039776,CG31022,prolyl-4-hydroxylase-alpha EFB,8.626,18.454,10.518,22.471,24.659
FBgn0039777,CG2229,Jonah 99Fii,1.671,3.149,223.448,421.062,1.044
FBgn0039778,CG18030,Jonah 99Fi,0.620,0.183,91.725,603.128,1.294
FBgn0039779,CG1546,prolyl-4-hydroxylase-alpha SG2,0.665,0.047,0.000,0.119,0.068
FBgn0039780,CG9728,prolyl-4-hydroxylase-alpha NE1,0.015,0.000,0.000,0.037,0.000
FBgn0039782,CG15539,-,0.000,0.008,0.000,0.005,0.000
FBgn0039783,CG9720,prolyl-4-hydroxylase-alpha NE2,0.000,0.000,0.000,0.000,0.000
FBgn0039784,CG9698,-,0.174,0.477,0.317,0.697,0.674
FBgn0039787,CG9702,-,5.408,0.056,0.000,0.074,0.033
FBgn0039788,CG2241,Regulatory particle triple-A ATPase 6-related,0.488,0.030,0.000,0.052,0.000
FBgn0039789,CG9717,-,17.123,0.412,0.089,0.238,0.467
FBgn0039790,CG2246,-,2.194,4.302,5.409,5.175,3.446
FBgn0039792,CG2267,-,0.000,0.000,0.000,0.000,0.031
FBgn0039795,CG1342,Serpin 100A,0.000,0.000,0.000,0.020,0.025
FBgn0039796,CG12069,-,0.000,0.000,0.000,0.000,0.004
FBgn0039797,CG1340,-,0.000,0.000,0.000,0.000,0.000
FBgn0039798,CG11313,-,0.066,0.062,0.295,0.111,0.000
FBgn0039799,CG15543,-,0.000,0.000,0.000,0.000,0.000
FBgn0039800,CG11314,Niemann-Pick type C-2g,0.000,0.000,0.000,0.000,0.000
FBgn0039801,CG11315,Niemann-Pick type C-2h,0.000,0.000,0.012,0.000,0.000
FBgn0039802,CG1349,dj-1beta,47.162,51.919,65.191,59.551,53.886
FBgn0039804,CG15544,-,0.048,0.059,0.015,0.097,0.173
FBgn0039805,CG12045,Cuticular protein 100A,0.000,0.048,0.000,0.032,0.000
FBgn0039806,CG15545,-,1.651,1.608,0.441,0.784,3.761
FBgn0039807,CG15546,-,9.901,0.567,0.071,0.282,0.575
FBgn0039808,CG12071,-,6.393,9.223,8.409,14.772,21.374
FBgn0039809,CG15547,-,3.958,3.071,1.339,4.982,4.226
FBgn0039810,CG15549,-,0.000,0.435,2.289,0.098,0.056
FBgn0039811,CG15550,-,0.044,0.366,1.848,0.541,0.561
FBgn0039812,CG15548,-,0.000,0.000,0.041,0.006,0.099
FBgn0039816,CG11317,-,8.488,16.810,13.536,74.257,71.946
FBgn0039817,CG15553,-,0.014,0.159,0.015,0.060,0.021
FBgn0039818,CG11318,-,0.328,5.774,23.082,2.507,4.910
FBgn0039820,CG15554,-,0.000,0.082,0.000,0.052,0.393
FBgn0039821,CG15556,-,6.540,11.228,1.728,6.256,7.585
FBgn0039827,CG1544,-,0.458,1.749,0.663,4.678,5.373
FBgn0039828,CG1542,-,6.369,8.572,8.847,9.907,6.932
FBgn0039829,CG15561,-,14.141,39.306,22.518,25.964,25.430
FBgn0039830,CG1746,-,123.273,170.599,333.974,167.302,140.837
FBgn0039831,CG12054,-,10.143,35.803,28.718,52.971,73.225
FBgn0039832,CG15563,-,0.168,0.582,0.270,0.531,1.771
FBgn0039833,CG15564,-,0.000,0.077,0.000,0.010,0.068
FBgn0039835,CG12220,mitochondrial ribosomal protein L32,24.232,37.053,56.251,36.981,40.158
FBgn0039836,CG1750,-,2.118,3.274,4.956,2.992,4.411
FBgn0039838,CG3669,-,0.107,0.040,0.045,0.024,0.000
FBgn0039839,CG15555,pickpocket 24,0.009,0.044,0.000,0.000,0.023
FBgn0039840,CG11340,-,18.752,34.291,4.676,0.283,0.342
FBgn0039844,CG1607,-,3.644,1.742,0.029,0.010,0.086
FBgn0039846,CG11337,-,0.160,0.258,0.396,0.309,0.311
FBgn0039848,CG11335,lysyl oxidase-like,1.327,0.493,0.107,1.062,0.880
FBgn0039849,CG11334,-,7.103,7.224,5.623,17.492,15.509
FBgn0039850,CG11333,-,0.127,0.218,0.039,2.896,2.590
FBgn0039851,CG12063,morpheyus,0.020,0.050,0.049,0.125,0.351
FBgn0039852,CG1499,nyobe,0.000,0.002,0.005,0.002,0.000
FBgn0039854,CG1635,-,6.440,4.618,14.185,2.595,2.704
FBgn0039855,CG1638,-,0.027,0.089,0.057,0.131,0.048
FBgn0039856,CG1774,-,6.442,3.546,3.480,3.236,3.727
FBgn0039857,CG11522,Ribosomal protein L6,710.912,491.445,602.276,740.688,663.166
FBgn0039858,CG11525,Cyclin G,33.112,34.246,32.120,43.483,50.935
FBgn0039859,CG11539,-,19.946,25.699,20.079,27.067,27.268
FBgn0039860,CG1792,-,1.900,2.267,2.054,2.857,2.324
FBgn0039861,CG1800,partner of drosha,0.772,1.234,1.333,1.764,1.049
FBgn0039862,CG1804,kek6,0.088,0.091,0.068,0.079,0.046
FBgn0039863,CG1815,-,0.494,0.778,0.818,0.775,0.795
FBgn0039864,CG11550,-,1.036,0.000,0.062,0.012,0.013
FBgn0039867,CG2261,CstF-50,3.002,2.480,2.925,5.861,5.067
FBgn0039868,CG11563,-,12.864,20.228,20.318,17.423,13.463
FBgn0039869,CG1890,-,12.949,14.329,33.062,22.348,22.604
FBgn0039870,CG1896,-,12.158,12.519,13.204,17.010,22.312
FBgn0039872,CG2196,salty dog,0.064,0.199,0.090,0.570,0.184
FBgn0039873,CG2191,Sodium-dependent multivitamin transporter,0.000,0.000,0.000,0.007,0.068
FBgn0039874,CG2135,-,1.720,2.309,1.742,2.637,3.469
FBgn0039875,CG1937,septin interacting protein 3,13.629,20.498,12.296,27.985,34.531
